년도,구,나이,지체,시각,청각,언어,지적,뇌병변,자폐성,정신,신장,심장,호흡기,간,안면,장루.요루,뇌전증
2019,종로구,34,6,4,3,0,8,2,0,3,0,0,0,0,0,0,0
2019,종로구,33,9,7,0,0,4,3,0,0,1,0,0,0,0,0,0
2019,종로구,32,3,3,2,1,8,1,2,1,0,0,0,0,0,0,1
2019,종로구,31,5,8,2,0,10,2,3,2,1,1,0,0,0,0,0
2019,종로구,30,4,0,2,0,10,1,4,2,1,0,0,0,0,0,0
2019,종로구,29,5,6,2,0,9,3,3,3,0,0,0,0,0,0,0
2019,종로구,28,2,7,2,0,7,1,6,0,0,0,0,0,0,0,0
2019,종로구,27,7,7,6,0,6,3,4,1,0,0,0,0,0,0,0
2019,종로구,26,4,5,1,0,8,1,2,1,1,0,0,0,0,0,0
2019,종로구,25,5,3,3,0,13,1,3,0,0,0,0,0,0,0,0
2019,종로구,24,1,3,2,0,7,2,6,0,0,0,0,1,1,0,1
2019,종로구,23,2,3,2,0,14,5,1,0,0,0,0,0,0,0,0
2019,종로구,22,3,1,1,0,12,3,3,0,0,0,0,0,0,0,0
2019,종로구,21,2,1,3,1,14,3,5,0,0,0,0,0,0,0,0
2019,종로구,20,0,4,0,0,5,2,4,0,0,0,0,1,0,0,0
2019,종로구,19,1,4,2,0,9,1,10,0,0,0,0,0,0,0,0
2019,종로구,18,1,1,1,0,7,3,6,0,0,0,0,0,0,0,0
2019,종로구,17,1,8,1,1,11,2,2,0,0,0,0,0,0,0,0
2019,종로구,16,0,4,1,0,8,0,1,0,0,0,0,0,0,0,0
2019,종로구,15,0,3,2,0,4,1,6,0,0,0,0,0,0,0,0
2019,종로구,14,0,1,3,0,7,1,2,0,0,0,0,0,0,0,0
2019,종로구,13,1,0,3,0,5,5,4,0,0,1,0,0,0,0,0
2019,종로구,12,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0
2019,종로구,11,0,3,1,0,8,1,6,0,0,0,0,0,0,0,0
2019,종로구,10,1,0,0,0,2,1,4,0,0,0,0,0,0,0,0
2019,종로구,9,0,1,2,0,7,2,3,0,0,0,0,0,0,0,0
2019,종로구,8,0,1,1,0,2,1,3,0,0,0,0,0,0,0,0
2019,종로구,7,0,1,0,1,3,1,3,0,0,0,0,0,0,0,0
2019,종로구,6,0,0,2,0,3,1,2,0,0,0,0,0,0,0,0
2019,종로구,5,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0
2019,종로구,4,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0
2019,종로구,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
2019,종로구,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,중구,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,중구,101,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,중구,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,중구,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,중구,98,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,중구,97,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019,중구,96,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2019,중구,95,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0
2019,중구,94,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1
2019,중구,93,7,1,3,0,0,2,0,0,1,0,0,0,0,0,0
2019,중구,92,10,6,14,0,0,3,0,0,0,0,0,0,0,0,0
2019,중구,91,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0
2019,중구,90,17,3,12,0,0,5,0,0,0,0,0,0,0,2,0
2019,중구,89,15,2,6,0,0,2,0,0,1,0,0,0,0,0,0
2019,중구,88,17,5,9,0,0,6,0,1,0,1,0,0,0,1,0
2019,중구,87,20,12,31,0,0,3,0,0,0,0,0,0,0,0,0
2019,중구,86,29,6,24,0,0,11,0,0,1,0,0,0,0,2,0
2019,중구,85,29,8,26,0,0,15,0,0,1,1,0,1,0,0,0
2019,중구,84,49,11,23,0,0,9,0,0,2,0,0,0,0,0,0
2019,중구,83,39,10,30,0,0,10,0,1,6,1,0,0,0,1,0
2019,중구,82,52,8,22,0,0,14,0,1,4,0,0,0,0,0,0
2019,중구,81,53,14,30,0,0,15,0,0,4,0,2,0,0,1,0
2019,중구,80,48,16,22,1,1,14,0,0,3,0,1,1,0,1,1
2019,중구,79,45,17,23,0,0,23,0,0,4,1,0,1,0,1,0
2019,중구,78,72,15,26,1,0,23,0,1,4,0,1,0,0,2,0
2019,중구,77,101,29,43,0,0,18,0,0,2,0,1,0,0,2,0
2019,중구,76,62,17,19,0,1,14,0,1,5,0,0,0,0,0,0
2019,중구,75,73,28,20,0,0,14,0,0,5,0,1,0,0,0,0
2019,중구,74,63,15,27,0,1,19,0,1,6,2,0,1,0,0,0
2019,중구,73,73,15,15,3,0,17,0,1,7,0,1,2,1,2,0
2019,중구,72,78,23,25,0,0,20,0,0,2,1,0,1,0,0,0
2019,중구,71,80,14,19,0,0,11,0,1,4,0,0,1,0,2,0
2019,중구,70,59,20,19,2,2,19,0,2,4,0,1,0,0,2,0
2019,중구,69,70,18,12,1,2,18,0,4,6,0,0,1,0,1,0
2019,중구,68,61,20,13,1,0,13,0,3,2,0,0,1,0,0,0
2019,중구,67,62,16,12,1,1,15,0,3,7,0,2,2,0,2,0
2019,중구,66,52,17,12,1,0,11,0,5,7,0,2,1,0,0,1
2019,중구,65,66,23,12,1,2,19,0,8,9,0,1,1,1,2,0
2019,중구,64,87,21,11,1,2,17,0,8,7,0,1,2,0,1,1
2019,중구,63,71,13,25,3,4,18,0,6,7,0,2,0,0,1,0
2019,중구,62,73,16,17,0,1,12,0,5,11,1,0,3,0,2,0
2019,중구,61,60,16,14,1,3,4,0,7,8,0,2,1,0,2,0
2019,중구,60,63,24,12,2,3,8,0,11,11,1,2,2,0,0,1
2019,중구,59,75,19,17,2,9,12,0,11,8,1,1,1,0,1,0
2019,중구,58,60,12,22,0,2,7,0,5,7,0,2,1,0,1,1
2019,중구,57,60,20,13,1,3,8,0,12,2,0,1,0,0,0,2
2019,중구,56,52,9,4,0,5,10,0,11,8,0,0,1,0,0,3
2019,중구,55,42,12,3,0,2,6,0,7,5,0,0,1,0,0,2
2019,중구,54,44,5,4,0,4,5,0,3,5,0,0,0,1,0,1
2019,중구,53,37,7,8,0,5,7,0,3,4,1,1,1,0,1,1
2019,중구,52,51,9,6,0,3,11,0,3,3,0,0,1,0,1,0
2019,중구,51,36,12,4,0,4,3,0,7,2,0,0,1,0,0,2
2019,중구,50,34,13,6,1,7,1,0,7,5,0,0,1,0,0,1
2019,중구,49,22,16,7,0,5,5,0,7,4,0,1,0,0,0,0
2019,중구,48,24,10,4,0,4,5,0,3,5,0,1,0,0,0,0
2019,중구,47,31,5,3,1,4,2,0,8,3,0,0,0,0,0,2
2019,중구,46,14,7,3,0,6,2,0,6,0,0,0,0,1,0,1
2019,중구,45,28,3,1,0,6,6,0,3,1,0,0,0,0,0,0
2019,중구,44,22,6,2,1,4,1,0,4,4,0,0,1,0,0,0
2019,중구,43,18,3,1,0,4,6,0,8,0,0,0,0,0,0,0
2019,중구,42,12,5,0,0,4,1,0,5,2,0,0,1,0,0,0
2019,중구,41,21,6,2,0,5,4,1,3,0,0,0,1,0,1,0
2019,중구,40,12,6,3,0,6,2,1,2,1,1,0,0,0,0,0
2019,중구,39,18,3,1,0,7,2,0,5,1,0,0,0,0,0,0
2019,중구,38,15,8,2,0,9,2,0,1,2,0,0,1,0,0,0
2019,중구,37,7,5,1,0,3,2,0,2,2,0,0,0,0,0,0
2019,중구,36,13,6,3,0,10,2,0,4,0,0,0,0,0,0,0
2019,중구,35,12,1,0,0,4,3,1,4,1,0,0,0,0,0,0
2019,중구,34,14,3,0,0,1,0,0,0,2,0,0,0,1,0,0
2019,중구,33,6,4,1,0,7,1,0,3,1,0,0,0,0,0,0
2019,중구,32,7,6,0,0,4,0,1,0,2,0,0,0,0,0,0
2019,중구,31,4,9,0,0,8,1,1,0,0,0,0,0,0,0,0
2019,중구,30,7,1,1,0,11,1,1,4,1,0,0,0,0,0,0
2019,중구,29,3,2,0,1,4,2,2,1,2,0,0,0,0,0,1
2019,중구,28,5,2,5,0,6,0,2,1,1,0,0,0,0,1,0
2019,중구,27,3,3,1,0,10,2,4,2,0,0,0,0,0,0,0
2019,중구,26,6,2,1,0,7,1,2,1,0,0,0,0,0,0,0
2019,중구,25,4,0,0,0,14,0,4,1,1,0,0,0,0,0,0
2019,중구,24,3,2,1,0,12,1,4,2,0,0,0,0,0,0,0
2019,중구,23,3,0,3,0,9,1,3,1,0,0,0,0,0,0,0
2019,중구,22,4,1,1,0,11,2,3,0,0,0,0,0,0,0,0
2019,중구,21,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
2019,중구,20,1,0,0,0,4,0,5,0,0,0,0,0,0,0,0
2019,중구,19,4,0,0,0,6,1,0,0,0,0,0,0,0,0,0
2019,중구,18,1,0,1,0,6,2,2,0,0,0,0,0,0,0,0
2019,중구,17,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0
2019,중구,16,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0
2019,중구,15,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0
2019,중구,14,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0
2019,중구,13,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0
2019,중구,12,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0
2019,중구,11,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0
2019,중구,10,0,0,0,0,1,2,4,0,0,1,0,0,0,0,0
2019,중구,9,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
2019,중구,8,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
2019,중구,7,0,0,0,2,3,1,4,0,0,0,0,0,0,0,0
2019,중구,6,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0
2019,중구,5,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0
2019,중구,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
2019,중구,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2019,중구,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019,중구,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,중랑구,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,중랑구,100,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2019,중랑구,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,중랑구,98,4,0,4,0,0,2,0,0,0,0,0,0,0,0,0
2019,중랑구,97,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0
2019,중랑구,96,4,0,5,0,0,0,0,0,0,1,0,0,0,1,0
2019,중랑구,95,3,0,5,0,0,2,0,0,0,0,1,0,0,0,0
2019,중랑구,94,4,1,13,0,0,4,0,0,0,0,0,0,0,0,0
2019,중랑구,93,10,0,7,0,0,1,0,0,0,0,0,0,0,0,0
2019,중랑구,92,15,3,14,0,0,5,0,0,1,0,0,0,0,0,0
2019,중랑구,91,16,5,25,0,0,2,0,0,0,0,0,0,0,1,0
2019,중랑구,90,25,7,25,1,0,9,0,0,1,0,0,0,0,2,0
2019,중랑구,89,42,5,29,0,0,8,0,0,0,1,0,0,0,1,0
2019,중랑구,88,51,6,33,1,1,12,0,1,0,0,0,0,0,0,0
2019,중랑구,87,58,17,47,0,0,14,0,0,3,0,1,0,0,0,0
2019,중랑구,86,67,22,48,3,0,11,0,0,6,0,1,0,0,1,0
2019,중랑구,85,102,22,44,0,1,27,0,0,7,0,2,0,0,5,0
2019,중랑구,84,103,36,65,0,1,30,0,0,6,1,0,0,1,1,0
2019,중랑구,83,141,37,73,2,0,24,0,1,16,0,2,0,0,3,0
2019,중랑구,82,144,27,84,3,1,42,0,2,11,0,4,0,0,3,0
2019,중랑구,81,187,47,77,0,2,44,0,0,8,0,1,0,0,7,0
2019,중랑구,80,204,41,76,2,1,48,0,1,11,4,4,0,0,5,0
2019,중랑구,79,195,42,79,3,2,46,0,1,10,0,1,1,0,6,1
2019,중랑구,78,225,47,93,5,0,57,0,4,13,0,4,0,0,2,0
2019,중랑구,77,294,68,109,3,1,84,0,3,23,1,6,1,0,7,2
2019,중랑구,76,228,46,83,3,3,55,0,4,22,1,6,1,0,11,0
2019,중랑구,75,235,47,90,0,1,53,0,3,15,2,4,1,0,4,0
2019,중랑구,74,216,41,75,2,1,54,0,2,13,2,7,2,0,4,0
2019,중랑구,73,245,46,61,5,3,65,0,6,13,0,5,2,1,7,0
2019,중랑구,72,277,64,73,4,1,61,0,10,20,1,2,3,1,4,0
2019,중랑구,71,283,56,71,10,2,57,0,9,22,3,1,1,1,2,2
2019,중랑구,70,260,64,73,7,4,61,0,12,20,1,2,2,0,1,1
2019,중랑구,69,230,49,49,3,3,51,0,11,30,1,4,0,0,6,0
2019,중랑구,68,224,50,47,4,1,42,0,8,15,0,3,1,0,8,1
2019,중랑구,67,293,52,58,4,5,73,0,11,27,3,6,3,0,4,2
2019,중랑구,66,253,50,53,5,5,61,0,9,29,3,8,4,1,3,1
2019,중랑구,65,284,52,44,5,4,63,0,16,17,1,7,2,0,7,1
2019,중랑구,64,316,51,55,4,6,70,0,20,34,3,7,8,0,1,1
2019,중랑구,63,278,55,43,5,5,49,0,18,26,5,5,5,1,6,5
2019,중랑구,62,305,46,43,6,8,56,0,27,29,3,3,6,0,6,1
2019,중랑구,61,292,60,45,2,14,55,0,32,23,0,3,3,1,8,1
2019,중랑구,60,299,57,48,4,11,58,0,29,13,1,5,9,0,3,1
2019,중랑구,59,310,49,44,1,10,59,0,26,19,1,2,4,0,6,2
2019,중랑구,58,293,51,46,1,6,47,0,25,34,1,5,1,0,3,6
2019,중랑구,57,281,48,44,5,15,42,0,33,20,0,2,2,0,4,3
2019,중랑구,56,218,36,21,3,11,39,0,31,28,1,2,4,0,2,0
2019,중랑구,55,225,32,31,1,8,35,0,28,23,0,2,1,0,1,3
2019,중랑구,54,186,41,16,0,17,30,0,25,24,2,3,2,0,2,4
2019,중랑구,53,189,38,26,5,10,15,0,24,23,0,0,2,1,2,1
2019,중랑구,52,168,32,20,4,14,23,0,32,21,0,0,3,1,1,2
2019,중랑구,51,166,35,17,2,9,20,0,32,13,0,0,3,0,1,2
2019,중랑구,50,125,26,14,0,14,23,1,41,14,0,0,1,0,0,2
2019,중랑구,49,129,33,21,2,7,15,0,29,16,0,1,0,0,0,4
2019,중랑구,48,131,22,8,3,15,16,0,32,16,1,0,1,0,0,1
2019,중랑구,47,90,22,8,3,31,8,1,28,16,0,2,0,4,0,1
2019,중랑구,46,85,25,12,0,16,15,0,29,11,0,2,1,0,2,1
2019,중랑구,45,77,21,7,2,14,12,0,20,7,0,1,2,0,1,4
2019,중랑구,44,65,13,9,4,20,10,0,14,13,0,1,0,0,0,1
2019,중랑구,43,54,11,2,0,19,9,0,13,4,0,1,0,1,0,0
2019,중랑구,42,66,16,7,0,13,10,0,15,9,1,0,2,0,0,1
2019,중랑구,41,57,12,4,1,23,14,0,12,9,1,0,0,0,0,0
2019,중랑구,40,66,5,7,2,21,14,1,24,9,0,0,2,0,0,1
2019,중랑구,39,54,10,4,1,23,15,0,11,6,3,0,1,0,0,0
2019,중랑구,38,44,16,6,2,31,7,0,10,13,0,0,1,0,1,2
2019,중랑구,37,39,9,8,2,35,13,2,15,2,1,0,0,0,0,2
2019,중랑구,36,38,10,6,2,32,9,1,10,2,1,0,0,1,1,3
2019,중랑구,35,32,9,2,1,29,5,2,4,5,1,0,0,1,0,1
2019,중랑구,34,10,6,4,0,21,5,0,8,2,0,0,0,0,0,1
2019,중랑구,33,22,7,6,1,24,9,1,10,2,0,0,0,0,0,1
2019,중랑구,32,16,9,6,0,23,3,1,9,0,0,0,0,0,0,0
2019,중랑구,31,14,9,1,1,34,3,1,7,0,0,0,2,0,0,0
2019,중랑구,30,15,6,3,1,32,9,4,1,5,0,0,1,0,0,0
2019,중랑구,29,16,9,5,1,28,7,2,8,3,0,0,0,0,0,0
2019,중랑구,28,9,4,4,1,40,5,12,7,2,0,0,0,0,1,0
2019,중랑구,27,10,10,2,0,27,4,10,2,0,1,0,0,0,0,0
2019,중랑구,26,12,7,7,0,41,4,7,3,0,1,0,0,0,2,0
2019,중랑구,25,12,6,3,0,42,11,10,4,0,0,1,0,0,0,0
2019,중랑구,24,15,1,1,0,40,4,5,0,0,0,0,0,0,0,1
2019,중랑구,23,8,5,2,0,41,5,13,1,2,0,0,0,0,1,0
2019,중랑구,22,7,1,8,1,35,3,16,2,0,1,0,0,0,0,0
2019,중랑구,21,8,2,6,0,32,7,9,2,0,0,0,0,0,0,0
2019,중랑구,20,6,3,1,0,17,4,8,1,0,1,0,0,0,0,0
2019,중랑구,19,3,4,3,1,38,5,12,0,1,0,0,0,0,0,0
2019,중랑구,18,9,1,3,1,31,4,9,0,0,1,0,0,0,0,0
2019,중랑구,17,5,0,4,0,24,10,7,0,0,0,0,0,0,0,0
2019,중랑구,16,3,3,0,1,22,5,7,0,0,0,0,0,0,0,0
2019,중랑구,15,0,1,2,0,18,4,7,0,0,0,0,1,0,0,0
2019,중랑구,14,5,0,0,0,13,2,2,0,0,0,0,0,0,0,0
2019,중랑구,13,1,0,1,0,15,4,4,0,0,0,0,0,0,0,0
2019,중랑구,12,1,2,0,0,25,3,9,0,0,0,0,0,0,0,0
2019,중랑구,11,0,1,1,0,11,4,1,0,0,0,0,1,0,0,0
2019,중랑구,10,0,0,1,0,12,4,9,0,0,0,0,0,0,0,0
2019,중랑구,9,1,1,1,0,9,3,8,0,0,0,0,0,0,0,0
2019,중랑구,8,2,0,2,1,23,2,7,0,0,0,0,0,0,0,0
2019,중랑구,7,0,0,0,4,21,6,10,0,0,0,0,1,0,0,0
2019,중랑구,6,1,0,1,5,11,5,5,0,0,0,0,0,0,0,0
2019,중랑구,5,0,0,2,6,7,0,8,0,0,1,0,0,0,0,0
2019,중랑구,4,0,0,2,4,0,5,3,0,0,0,0,0,0,0,0
2019,중랑구,3,2,2,1,3,1,4,0,0,0,0,0,0,0,0,0
2019,중랑구,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
2019,중랑구,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
