년도,구,나이,지체,청각,시각,뇌병변,지적,정신,신장,자폐성,언어,장루.요루,호흡기,간,뇌전증,심장,안면
2019,동대문구,16,7,1,2,3,11,0,0,4,0,0,0,1,1,0,0
2019,동대문구,15,0,1,1,2,11,0,0,4,0,0,0,0,0,0,0
2019,동대문구,14,4,3,1,3,9,0,0,1,1,0,0,0,0,0,0
2019,동대문구,13,1,0,0,2,11,0,0,4,0,0,0,0,0,0,0
2019,동대문구,12,3,0,1,4,13,0,0,3,0,0,0,0,0,0,0
2019,동대문구,11,3,1,1,1,15,0,0,3,0,0,0,0,0,0,0
2019,동대문구,10,0,0,0,0,9,0,0,7,0,0,0,0,0,1,0
2019,동대문구,9,2,2,1,1,11,0,0,4,0,0,0,1,0,0,0
2019,동대문구,8,1,0,1,2,10,0,0,9,0,0,0,0,0,0,0
2019,동대문구,7,0,1,1,3,11,0,0,6,3,0,0,0,0,0,0
2019,동대문구,6,1,3,1,6,6,0,0,4,2,0,0,0,0,0,0
2019,동대문구,5,1,2,1,3,2,0,0,2,3,0,0,0,0,0,0
2019,동대문구,4,1,1,0,3,2,0,0,7,4,0,0,0,0,0,0
2019,동대문구,3,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0
2019,동대문구,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
2019,동대문구,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,동대문구,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,동작구,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2019,동작구,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2019,동작구,3,0,4,0,5,1,0,0,2,3,0,0,1,0,0,0
2019,동작구,4,0,2,1,5,2,0,0,1,3,0,0,0,0,0,0
2019,동작구,5,0,3,2,4,7,0,0,4,1,0,0,0,0,0,0
2019,동작구,6,0,1,0,4,7,0,0,5,3,0,0,0,0,0,0
2019,동작구,7,0,5,0,1,6,0,0,6,2,0,0,0,0,0,0
2019,동작구,8,0,3,0,2,15,0,0,9,2,0,0,1,0,0,0
2019,동작구,9,0,6,2,2,11,0,0,10,1,0,0,1,0,0,0
2019,동작구,10,0,4,0,3,13,0,0,8,1,0,0,0,0,0,0
2019,동작구,11,2,7,0,5,10,0,0,6,1,0,0,0,0,0,0
2019,동작구,12,0,6,1,2,14,0,0,9,4,0,0,0,0,0,0
2019,동작구,13,0,5,2,5,15,0,0,7,0,0,0,0,1,0,0
2019,동작구,14,0,6,0,2,8,0,0,2,0,0,0,0,0,0,0
2019,동작구,15,2,6,2,4,14,0,0,8,0,0,0,1,0,0,0
2019,동작구,16,1,8,2,3,6,0,0,7,1,0,0,0,0,0,0
2019,동작구,17,2,6,0,10,13,0,0,4,0,0,0,0,0,1,0
2019,동작구,18,4,12,1,6,16,0,0,8,1,0,0,0,0,0,0
2019,동작구,19,3,12,0,1,18,0,0,15,0,0,0,0,0,1,0
2019,동작구,20,4,9,2,5,23,1,1,7,0,0,0,0,0,1,0
2019,동작구,21,9,5,2,8,17,0,0,8,0,0,0,0,0,0,0
2019,동작구,22,8,9,1,3,31,0,2,12,1,0,0,0,0,1,0
2019,동작구,23,9,9,4,4,18,2,0,9,0,0,0,0,0,0,0
2019,동작구,24,9,13,4,5,18,2,0,10,0,0,0,0,0,0,0
2019,동작구,25,9,9,10,2,31,2,0,12,0,0,0,0,0,1,0
2019,동작구,26,9,9,1,3,29,1,0,10,1,0,0,1,2,0,1
2019,동작구,27,14,5,10,6,25,2,0,11,0,0,0,0,1,0,0
2019,동작구,28,16,12,4,3,25,2,1,6,0,1,0,0,0,0,0
2019,동작구,29,17,9,9,1,21,2,1,5,0,0,0,0,0,0,0
2019,동작구,30,14,8,4,3,18,6,2,7,0,0,0,0,1,1,0
2019,동작구,31,20,5,11,2,13,4,2,4,0,0,0,0,1,1,0
2019,동작구,32,9,9,6,6,12,2,2,4,1,0,0,1,0,0,0
2019,동작구,33,25,8,5,5,20,6,4,1,0,0,0,0,0,0,0
2019,동작구,34,22,11,13,2,12,3,4,1,0,0,0,0,1,0,0
2019,동작구,35,36,9,10,4,18,6,1,2,0,0,0,0,2,0,0
2019,동작구,36,21,6,13,8,19,6,1,2,1,1,0,2,0,0,0
2019,동작구,37,25,9,16,3,16,8,8,2,3,0,0,0,3,0,0
2019,동작구,38,42,12,10,5,9,7,5,1,1,0,0,1,0,0,0
2019,동작구,39,40,8,10,6,20,11,6,0,0,1,0,0,2,1,0
2019,동작구,40,51,2,16,10,10,11,8,0,2,0,1,0,1,1,0
2019,동작구,41,43,6,19,10,15,9,4,2,4,0,0,0,0,0,1
2019,동작구,42,39,12,23,9,9,6,5,0,2,2,0,2,2,0,1
2019,동작구,43,53,5,17,9,27,17,14,0,0,0,0,2,2,0,0
2019,동작구,44,55,8,20,6,12,8,9,0,1,0,0,2,1,0,0
2019,동작구,45,37,10,15,16,12,14,12,1,2,0,1,0,0,0,0
2019,동작구,46,58,10,19,14,25,16,11,0,2,0,1,0,1,0,1
2019,동작구,47,62,11,22,14,14,21,15,0,1,0,0,2,1,0,0
2019,동작구,48,70,11,20,12,16,20,15,1,0,1,0,2,1,0,0
2019,동작구,49,77,10,14,8,15,29,6,0,6,0,1,0,5,0,0
2019,동작구,50,77,11,24,13,18,26,10,0,1,0,2,2,1,0,0
2019,동작구,51,96,9,23,12,7,14,14,0,2,1,0,3,1,0,0
2019,동작구,52,108,6,24,8,10,19,7,0,2,0,2,0,0,3,0
2019,동작구,53,82,10,17,9,11,10,10,0,1,1,1,1,1,0,1
2019,동작구,54,103,22,22,22,4,18,12,0,1,1,0,2,0,0,0
2019,동작구,55,125,14,17,14,6,9,19,0,2,2,2,2,0,2,0
2019,동작구,56,120,22,27,30,13,16,15,0,2,0,0,6,0,0,0
2019,동작구,57,114,18,29,26,8,17,14,0,1,2,2,9,2,0,0
2019,동작구,58,166,29,33,40,9,22,13,0,2,2,1,4,1,1,0
2019,동작구,59,159,36,31,38,15,17,23,0,2,6,0,5,0,0,0
2019,동작구,60,166,28,27,27,12,9,9,0,5,1,1,9,2,2,1
2019,동작구,61,144,32,32,42,8,16,18,0,4,2,4,5,2,0,0
2019,동작구,62,181,26,35,29,5,13,19,0,4,2,2,3,2,0,0
2019,동작구,63,163,38,31,27,8,15,25,0,3,2,4,6,2,1,0
2019,동작구,64,209,52,38,40,2,12,27,0,3,1,0,6,0,1,0
2019,동작구,65,205,22,34,37,4,12,12,0,4,3,2,1,0,0,1
2019,동작구,66,170,29,34,22,2,4,20,0,2,6,0,4,1,0,0
2019,동작구,67,197,38,30,43,6,5,11,0,6,3,2,2,1,2,0
2019,동작구,68,168,42,35,40,2,4,16,0,2,2,2,5,0,1,0
2019,동작구,69,177,44,31,33,3,7,16,0,7,6,0,2,0,1,1
2019,동작구,70,181,59,46,45,3,5,16,0,0,3,1,2,0,0,0
2019,동작구,71,186,50,53,31,1,3,16,0,3,0,3,3,0,2,0
2019,동작구,72,180,68,51,61,2,3,12,0,3,4,1,2,0,2,0
2019,동작구,73,199,53,42,51,3,0,18,0,4,3,3,1,0,4,1
2019,동작구,74,140,76,38,33,0,7,16,0,3,2,1,2,0,2,0
2019,동작구,75,166,76,39,51,2,1,9,0,2,5,6,0,0,0,0
2019,동작구,76,207,72,41,49,2,1,11,0,1,3,4,3,0,1,0
2019,동작구,77,206,103,52,47,2,1,22,0,4,5,2,0,0,2,0
2019,동작구,78,155,88,33,44,1,5,16,0,4,10,1,1,0,1,0
2019,동작구,79,142,60,30,44,1,0,11,0,2,1,1,1,0,1,0
2019,동작구,80,140,80,32,43,2,2,9,0,2,1,1,0,0,0,1
2019,동작구,81,128,85,21,41,0,1,7,0,1,1,1,1,0,0,0
2019,동작구,82,116,61,25,37,2,0,12,0,2,5,3,1,0,0,0
2019,동작구,83,106,79,26,35,1,2,5,0,1,6,1,0,0,1,0
2019,동작구,84,68,55,24,23,0,0,4,0,0,1,1,0,0,1,0
2019,동작구,85,70,68,13,26,1,0,7,0,0,2,0,0,0,0,0
2019,동작구,86,41,48,16,11,0,1,1,0,0,4,2,0,0,0,0
2019,동작구,87,46,48,11,15,0,0,5,0,0,1,0,0,0,1,0
2019,동작구,88,21,31,12,11,0,0,3,0,0,1,0,0,0,0,0
2019,동작구,89,28,34,14,13,0,0,2,0,1,1,1,0,0,0,0
2019,동작구,90,24,37,16,11,0,0,0,0,0,1,0,0,0,0,0
2019,동작구,91,18,29,3,6,0,0,0,0,0,1,0,0,0,1,0
2019,동작구,92,14,14,6,3,0,0,0,0,1,1,0,0,0,0,0
2019,동작구,93,4,17,1,4,0,0,1,0,0,1,0,0,0,0,0
2019,동작구,94,6,7,0,3,0,0,0,0,0,0,0,0,0,0,0
2019,동작구,95,1,12,2,2,0,0,1,0,0,0,0,0,0,0,0
2019,동작구,96,3,13,2,1,0,0,0,0,0,1,0,0,0,0,0
2019,동작구,97,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0
2019,동작구,98,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,동작구,99,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,동작구,100,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,동작구,101,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,동작구,102,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,동작구,103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,동작구,105,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,마포구,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,마포구,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,마포구,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,마포구,100,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,마포구,99,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,마포구,98,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,마포구,97,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,마포구,96,0,10,3,2,0,0,1,0,0,0,0,0,0,0,0
2019,마포구,95,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,마포구,94,5,12,2,2,0,0,0,0,0,1,0,0,0,0,0
2019,마포구,93,11,14,4,5,0,0,1,0,0,0,0,0,0,0,0
2019,마포구,92,15,15,6,6,0,0,0,0,0,0,0,0,0,0,0
2019,마포구,91,12,25,7,6,0,0,1,0,2,0,0,0,0,0,0
2019,마포구,90,20,32,2,3,0,0,1,0,0,1,0,0,0,0,0
2019,마포구,89,22,33,4,10,0,0,3,0,1,1,0,0,0,0,0
2019,마포구,88,35,56,11,8,1,0,3,0,0,2,0,0,0,1,0
2019,마포구,87,39,48,10,17,1,0,6,0,0,2,0,0,0,0,0
2019,마포구,86,48,55,11,19,0,0,5,0,0,2,1,0,0,0,0
2019,마포구,85,74,39,20,19,0,0,5,0,1,2,0,0,0,0,0
2019,마포구,84,96,74,23,25,0,0,6,0,3,1,1,0,0,1,0
2019,마포구,83,102,52,24,24,0,0,10,0,3,3,0,0,0,2,0
2019,마포구,82,136,65,32,34,1,1,11,0,0,7,0,0,0,1,0
2019,마포구,81,112,58,24,33,2,2,14,0,1,5,0,0,0,0,0
2019,마포구,80,125,67,34,33,0,0,5,0,1,5,1,0,0,0,0
2019,마포구,79,135,54,31,39,2,3,14,0,1,1,2,0,0,0,0
2019,마포구,78,173,82,35,39,0,1,17,0,3,6,1,1,0,1,0
2019,마포구,77,179,85,51,61,0,3,15,0,3,5,3,1,1,1,0
2019,마포구,76,152,63,43,37,0,3,10,0,1,5,2,1,0,0,1
2019,마포구,75,159,56,54,41,0,2,13,0,0,6,3,0,0,0,0
2019,마포구,74,127,45,28,33,1,1,9,0,2,2,4,1,0,1,0
2019,마포구,73,122,54,33,47,0,2,12,0,2,8,2,4,0,0,0
2019,마포구,72,169,39,38,40,2,6,18,0,2,5,2,1,0,0,0
2019,마포구,71,160,34,41,41,1,8,11,0,3,4,1,3,0,1,0
2019,마포구,70,152,49,35,26,0,3,17,0,4,2,2,4,0,1,0
2019,마포구,69,123,34,40,48,2,9,16,0,1,4,3,2,1,0,0
2019,마포구,68,100,27,25,29,3,9,7,0,1,0,3,0,1,1,0
2019,마포구,67,150,40,36,39,3,9,9,0,3,1,1,4,0,0,0
2019,마포구,66,129,22,17,39,3,10,15,0,1,3,1,2,0,2,1
2019,마포구,65,128,19,29,22,5,12,17,0,4,3,3,3,0,1,0
2019,마포구,64,170,28,32,30,4,9,19,0,1,1,2,6,1,0,0
2019,마포구,63,166,20,31,30,5,8,17,0,1,2,1,6,0,1,0
2019,마포구,62,148,34,26,28,11,13,12,0,7,3,0,3,0,0,1
2019,마포구,61,108,26,33,22,8,14,15,0,2,3,0,3,1,0,1
2019,마포구,60,151,40,27,33,4,8,17,0,2,2,2,2,3,0,0
2019,마포구,59,147,23,29,28,3,22,20,0,5,1,2,2,2,0,0
2019,마포구,58,153,23,35,34,9,10,16,0,1,0,0,4,2,1,0
2019,마포구,57,103,17,18,14,10,21,16,0,1,0,1,6,2,2,0
2019,마포구,56,103,18,33,20,4,15,10,0,0,0,0,2,1,0,0
2019,마포구,55,98,17,13,21,9,19,13,0,2,0,1,1,0,0,0
2019,마포구,54,94,15,21,15,10,21,18,0,3,1,0,2,0,0,0
2019,마포구,53,92,15,18,13,8,15,12,0,1,3,0,1,0,0,0
2019,마포구,52,104,13,20,7,9,19,10,0,1,0,0,1,0,0,1
2019,마포구,51,87,9,26,12,5,23,11,0,1,0,1,5,2,0,0
2019,마포구,50,87,5,18,14,10,23,11,0,1,2,0,1,1,0,0
2019,마포구,49,89,7,29,9,14,20,13,0,4,1,0,1,1,0,0
2019,마포구,48,73,5,16,17,11,18,12,1,0,1,0,1,2,0,0
2019,마포구,47,66,9,14,12,14,11,15,0,1,0,0,1,1,0,0
2019,마포구,46,64,8,16,9,21,21,13,1,3,0,0,1,1,1,0
2019,마포구,45,65,4,16,11,15,7,8,1,1,0,0,1,0,0,0
2019,마포구,44,51,15,16,11,8,10,5,2,1,0,0,0,2,0,0
2019,마포구,43,42,10,17,11,13,12,5,0,2,0,0,2,0,0,0
2019,마포구,42,48,5,7,8,17,8,3,1,1,0,0,1,0,0,0
2019,마포구,41,50,3,18,11,9,4,4,0,0,0,0,0,1,2,0
2019,마포구,40,34,8,20,4,12,6,5,0,0,0,0,1,3,0,0
2019,마포구,39,35,5,8,3,20,3,6,1,2,0,1,0,1,0,0
2019,마포구,38,24,5,20,5,10,7,3,1,0,0,0,0,0,1,0
2019,마포구,37,34,2,15,3,19,10,6,1,2,0,0,1,0,1,1
2019,마포구,36,29,5,11,6,14,11,6,0,2,1,0,0,0,1,0
2019,마포구,35,23,6,9,4,13,5,2,1,0,0,1,1,0,0,1
2019,마포구,34,15,2,5,1,15,5,4,1,0,0,0,1,0,0,0
2019,마포구,33,21,2,12,6,15,4,1,3,1,0,0,0,0,1,1
2019,마포구,32,15,2,9,4,20,1,2,2,0,0,0,0,0,0,1
2019,마포구,31,13,2,13,5,14,0,0,2,0,0,0,1,1,0,0
2019,마포구,30,15,1,3,7,20,1,2,5,0,0,0,1,0,2,0
2019,마포구,29,16,1,7,5,11,3,3,5,0,0,0,0,1,0,0
2019,마포구,28,26,7,5,3,14,1,3,5,0,0,0,0,0,0,1
2019,마포구,27,16,5,4,7,25,2,1,6,0,0,0,0,0,0,0
2019,마포구,26,11,3,5,4,38,0,1,2,0,0,0,0,0,0,0
2019,마포구,25,12,3,3,6,29,1,0,6,0,0,1,1,0,1,0
2019,마포구,24,12,2,2,9,17,1,0,8,0,1,0,0,0,0,0
2019,마포구,23,10,2,3,5,29,0,2,7,0,0,0,1,2,0,0
2019,마포구,22,7,2,2,6,25,0,0,10,0,0,0,0,0,0,0
2019,마포구,21,4,3,3,5,25,0,1,9,1,0,0,0,0,2,0
2019,마포구,20,6,2,3,7,21,0,0,8,0,0,0,0,0,0,0
2019,마포구,19,4,3,2,7,28,0,0,2,0,0,0,1,0,0,0
2019,마포구,18,4,2,3,9,18,0,0,3,0,0,0,0,0,0,0
2019,마포구,17,3,4,2,3,21,0,1,2,1,0,0,0,0,1,0
2019,마포구,16,1,1,0,3,17,0,0,4,0,0,0,1,0,1,0
2019,마포구,15,2,2,2,5,11,0,0,7,0,0,0,1,0,0,0
2019,마포구,14,2,1,1,2,12,0,1,9,0,0,0,0,0,0,0
2019,마포구,13,1,2,1,4,9,0,0,9,2,0,0,0,0,0,0
2019,마포구,12,0,3,0,4,12,0,0,10,0,0,0,0,0,0,0
2019,마포구,11,1,0,1,2,13,0,0,14,0,0,0,0,0,0,0
2019,마포구,10,0,0,0,4,16,0,0,7,0,0,0,0,0,1,0
2019,마포구,9,1,2,0,2,11,0,0,11,1,0,0,1,0,0,0
2019,마포구,8,1,0,1,3,10,0,0,11,2,0,0,0,0,0,0
2019,마포구,7,0,0,4,3,6,0,0,7,0,0,0,0,0,0,0
2019,마포구,6,2,0,0,9,2,0,0,4,2,0,0,0,0,0,0
2019,마포구,5,0,0,0,7,5,0,0,5,4,0,0,0,0,0,0
2019,마포구,4,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0
2019,마포구,3,0,2,0,4,0,0,0,1,3,0,0,0,0,0,0
2019,마포구,2,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0
2019,마포구,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,102,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,100,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,98,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,97,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,96,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,95,4,5,1,1,0,0,0,0,0,2,0,0,0,0,0
2019,서대문구,94,8,11,2,1,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,93,7,15,5,3,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,92,8,20,2,3,0,0,0,0,0,0,0,0,0,0,0
2019,서대문구,91,11,34,2,3,0,0,1,0,0,1,0,0,0,0,0
2019,서대문구,90,23,32,8,8,0,0,2,0,0,1,0,0,0,0,0
2019,서대문구,89,31,31,7,10,1,0,0,0,0,1,0,0,0,0,0
2019,서대문구,88,36,30,7,10,0,0,2,0,2,0,0,0,0,0,0
2019,서대문구,87,51,46,13,12,0,1,4,0,1,2,1,1,0,1,0
2019,서대문구,86,49,54,14,15,0,0,4,0,0,2,0,0,0,0,0
2019,서대문구,85,62,61,16,14,1,0,0,0,0,3,0,0,0,0,0
2019,서대문구,84,101,74,22,23,0,1,7,0,1,0,1,0,0,0,0
2019,서대문구,83,111,77,29,32,0,0,8,0,0,3,2,0,0,1,0
2019,서대문구,82,107,62,16,38,0,1,8,0,2,3,2,0,0,1,0
2019,서대문구,81,104,78,25,41,0,0,11,0,0,5,1,0,0,2,0
2019,서대문구,80,160,90,30,47,0,1,17,0,3,3,1,1,0,1,1
2019,서대문구,79,126,65,36,36,1,2,5,0,4,1,1,0,0,1,0
2019,서대문구,78,162,71,42,49,1,1,14,0,1,5,3,1,0,0,0
2019,서대문구,77,210,89,49,52,0,0,11,0,3,6,1,0,1,2,0
2019,서대문구,76,145,48,33,45,0,4,7,0,1,6,2,0,0,1,0
2019,서대문구,75,151,45,25,33,1,3,10,0,2,2,3,0,0,0,0
2019,서대문구,74,136,45,28,30,3,0,12,0,1,5,0,1,0,0,1
2019,서대문구,73,129,52,36,35,1,5,13,0,2,4,2,5,0,1,0
2019,서대문구,72,151,57,33,36,3,3,19,0,3,5,0,5,0,0,0
2019,서대문구,71,135,43,47,33,0,3,11,0,6,4,2,1,0,0,0
2019,서대문구,70,150,40,33,47,1,5,15,0,4,1,1,2,0,0,0
2019,서대문구,69,141,43,37,37,1,2,13,0,3,6,2,1,0,2,0
2019,서대문구,68,124,32,23,26,2,5,13,0,2,4,1,1,0,0,0
2019,서대문구,67,148,23,31,31,4,4,13,0,2,3,0,0,0,1,0
2019,서대문구,66,135,26,32,30,4,11,13,0,4,2,4,2,0,0,1
2019,서대문구,65,126,28,34,27,8,8,16,0,0,1,1,1,1,1,0
2019,서대문구,64,189,24,26,31,5,13,22,0,3,3,1,3,1,2,0
2019,서대문구,63,147,28,28,33,4,9,15,0,3,1,1,4,0,0,0
2019,서대문구,62,150,25,39,40,5,9,28,0,4,5,1,6,0,1,1
2019,서대문구,61,153,24,23,21,9,15,12,0,2,3,1,6,0,0,0
2019,서대문구,60,138,14,22,27,5,21,19,0,6,2,2,6,0,1,0
2019,서대문구,59,144,20,32,28,4,22,14,0,2,4,0,4,3,1,1
2019,서대문구,58,131,21,20,25,6,16,19,0,3,2,1,3,4,1,0
2019,서대문구,57,110,18,23,23,7,23,14,0,3,2,0,3,2,1,0
2019,서대문구,56,103,14,24,20,6,14,17,0,0,2,0,5,0,0,1
2019,서대문구,55,95,16,26,15,12,20,9,0,2,0,0,2,1,1,0
2019,서대문구,54,89,11,18,15,5,16,12,0,4,0,0,0,0,1,0
2019,서대문구,53,103,9,15,15,11,17,9,0,4,2,2,1,1,1,0
2019,서대문구,52,78,5,19,14,11,21,5,0,1,0,0,2,0,1,0
2019,서대문구,51,79,7,23,13,10,9,10,0,4,0,1,1,1,0,0
2019,서대문구,50,64,7,14,19,14,23,17,0,0,0,0,2,1,0,0
2019,서대문구,49,72,5,20,10,11,21,5,0,1,1,3,1,1,1,0
2019,서대문구,48,50,6,20,8,12,22,10,0,1,1,0,0,0,0,0
2019,서대문구,47,48,6,16,10,11,14,14,0,0,1,0,0,0,2,0
2019,서대문구,46,53,6,14,9,10,12,11,0,2,0,1,2,1,0,0
2019,서대문구,45,42,2,12,10,17,12,4,0,0,2,0,0,1,0,0
2019,서대문구,44,42,3,9,11,13,17,6,0,0,0,1,1,0,0,0
2019,서대문구,43,34,5,11,8,15,19,2,1,0,0,0,1,1,0,0
2019,서대문구,42,24,5,12,4,13,11,7,0,3,0,0,2,1,0,0
2019,서대문구,41,31,3,13,6,10,6,6,0,0,0,0,0,0,0,0
2019,서대문구,40,34,4,7,4,14,12,3,0,2,0,0,0,0,0,1
2019,서대문구,39,32,8,11,3,11,10,7,0,0,1,0,0,1,0,0
2019,서대문구,38,25,2,7,7,17,6,2,1,0,1,0,1,0,0,0
2019,서대문구,37,26,4,11,4,20,11,2,1,0,0,0,1,0,0,0
2019,서대문구,36,25,2,6,7,9,4,5,2,0,1,0,0,2,0,0
2019,서대문구,35,13,1,7,8,10,2,4,0,1,1,0,0,0,0,1
2019,서대문구,34,19,3,4,4,13,2,4,0,0,0,0,1,0,0,0
2019,서대문구,33,13,2,4,1,13,1,1,0,0,0,0,0,0,0,0
2019,서대문구,32,14,1,2,6,8,3,1,0,0,0,0,0,0,0,0
2019,서대문구,31,8,1,4,5,15,2,1,0,0,0,0,0,0,0,0
2019,서대문구,30,11,5,3,1,17,2,2,2,0,0,0,1,0,1,0
2019,서대문구,29,14,4,4,5,9,3,1,5,0,0,0,0,0,0,0
2019,서대문구,28,13,7,9,4,25,5,1,5,0,0,0,0,0,0,1
2019,서대문구,27,9,1,5,6,17,3,2,7,1,0,1,1,0,0,1
2019,서대문구,26,12,5,6,3,26,1,2,7,0,0,0,0,0,0,0
2019,서대문구,25,8,2,6,3,18,1,2,3,0,0,0,0,0,0,0
2019,서대문구,24,10,0,1,5,25,1,2,3,0,0,0,1,0,0,0
2019,서대문구,23,7,1,7,5,21,0,0,6,0,0,0,1,0,0,0
2019,서대문구,22,9,2,2,4,28,0,0,5,1,0,0,1,0,0,0
2019,서대문구,21,3,3,3,3,15,0,0,4,0,0,0,0,0,1,0
2019,서대문구,20,5,1,4,7,24,2,0,6,2,0,0,0,0,0,0
2019,서대문구,19,7,1,4,8,21,0,0,6,3,0,0,0,0,0,0
2019,서대문구,18,2,0,1,5,16,0,0,6,0,0,0,1,0,1,0
2019,서대문구,17,1,3,2,3,15,0,1,10,0,0,0,2,0,0,0
2019,서대문구,16,1,1,6,4,14,0,0,5,0,0,0,1,1,0,0
2019,서대문구,15,4,1,6,7,20,0,0,4,0,0,0,0,0,0,0
2019,서대문구,14,1,2,0,5,9,0,0,6,0,0,0,1,1,0,0
2019,서대문구,13,0,1,1,3,22,0,0,3,0,0,0,0,1,0,0
2019,서대문구,12,1,1,2,5,8,0,0,5,0,0,0,1,0,0,0
2019,서대문구,11,0,1,2,2,9,0,0,3,0,0,0,0,0,0,0
2019,서대문구,10,0,1,0,4,16,0,0,3,0,0,0,0,1,0,0
2019,서대문구,9,0,2,0,3,11,0,0,7,0,0,0,0,1,0,0
2019,서대문구,8,0,2,0,5,11,0,0,15,2,0,0,0,0,0,0
2019,서대문구,7,1,2,0,6,10,0,0,2,1,0,0,0,0,0,0
2019,서대문구,6,0,1,0,7,6,0,0,5,5,0,0,0,0,0,0
2019,서대문구,5,1,1,0,12,5,0,0,5,3,0,0,0,0,0,0
2019,서대문구,4,0,2,0,6,2,0,0,7,1,0,0,1,0,0,0
2019,서대문구,3,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
2019,서대문구,2,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0
2019,서대문구,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2019,서초구,2,0,2,0,7,0,0,0,1,0,0,0,1,0,0,0
2019,서초구,3,0,2,0,5,2,0,0,1,0,0,0,1,1,0,0
2019,서초구,4,1,1,0,7,5,0,0,5,0,0,0,0,0,0,0
2019,서초구,5,0,1,0,2,3,0,0,10,4,0,0,0,0,0,0
2019,서초구,6,0,1,2,3,4,0,0,16,4,0,0,0,0,0,0
2019,서초구,7,0,4,0,6,13,0,0,19,1,0,0,0,0,0,0
2019,서초구,8,2,3,2,7,12,0,0,18,1,0,0,0,0,0,0
2019,서초구,9,1,1,2,5,10,0,0,20,1,1,0,0,0,0,0
2019,서초구,10,3,5,0,7,16,0,0,12,1,0,0,0,1,0,0
2019,서초구,11,1,4,2,4,15,0,0,9,0,0,0,0,0,1,0
2019,서초구,12,0,3,1,3,10,0,0,9,0,0,0,0,0,0,0
2019,서초구,13,3,1,0,4,16,0,1,7,0,0,0,0,0,0,0
2019,서초구,14,0,0,0,1,19,0,0,9,0,0,0,0,0,0,0
2019,서초구,15,1,0,3,4,11,0,0,7,0,0,0,0,0,0,0
2019,서초구,16,2,1,1,2,22,0,1,8,0,0,0,0,0,0,0
2019,서초구,17,0,3,1,4,10,0,0,11,1,0,0,0,0,0,0
2019,서초구,18,3,4,3,4,18,0,0,11,0,0,0,0,0,0,0
2019,서초구,19,8,1,3,3,29,0,0,7,0,0,0,0,0,1,0
2019,서초구,20,2,4,0,2,21,0,0,8,0,1,0,0,0,0,0
2019,서초구,21,3,1,3,8,26,0,0,14,1,0,0,0,0,1,0
2019,서초구,22,8,4,2,4,14,1,1,8,1,0,0,0,0,1,0
2019,서초구,23,5,3,5,2,26,1,0,7,0,1,1,0,0,0,0
2019,서초구,24,13,2,2,2,15,0,0,5,0,0,0,1,0,0,0
2019,서초구,25,6,2,6,1,25,0,1,3,1,1,0,0,0,0,1
2019,서초구,26,9,2,6,7,21,2,2,3,0,0,0,1,0,0,0
2019,서초구,27,12,2,2,0,22,2,1,8,1,0,1,0,0,1,0
2019,서초구,28,11,4,3,4,14,2,2,6,1,0,0,0,0,0,0
